date,hour,demand
2021-03-12,12,91.64416
2021-03-12,13,94.179306
2021-03-12,14,92.4523
2021-03-12,15,92.64194
2021-03-12,16,94.350685
2021-03-12,17,94.81227
2021-03-12,18,91.38952
2021-03-12,19,87.12196
2021-03-12,20,79.15149
2021-03-12,21,75.51076
2021-03-12,22,72.137985
2021-03-12,23,69.131516
2021-03-13,0,60.147133
2021-03-13,1,57.66308
2021-03-13,2,58.549736
2021-03-13,5,53.273647
2021-03-13,6,53.453373
2021-03-13,7,60.942524
2021-03-13,8,67.45903
2021-03-13,9,75.26511
2021-03-13,10,87.039734
2021-03-13,11,101.25138
2021-03-13,12,112.934654
2021-03-13,13,119.34077
2021-03-13,14,117.61376
2021-03-13,15,118.51469
2021-03-13,16,114.25351
2021-03-13,17,109.08752
2021-03-13,18,104.22415
2021-03-13,19,96.44285
2021-03-13,20,85.178566
2021-03-13,21,80.12964
2021-03-13,22,74.96861
2021-03-13,23,71.06943
2021-03-14,0,60.926113
2021-03-14,1,58.283062
2021-03-14,2,59.041553
2021-03-14,3,54.535774
2021-03-14,5,50.998398
2021-03-14,6,50.998398
2021-03-14,7,56.343277
2021-03-14,8,61.682625
2021-03-14,9,69.48875
2021-03-14,10,78.543816
2021-03-14,11,91.99374
2021-03-14,12,103.0023
2021-03-14,13,109.40841
2021-03-14,14,105.99672
2021-03-14,15,108.83515
2021-03-14,16,102.36216
2021-03-14,17,97.07902
2021-03-14,18,92.21565
2021-03-14,19,85.558525
2021-03-14,20,74.75896
2021-03-14,21,69.81
2021-03-14,22,65.250725
2021-03-14,23,61.469566
2021-03-15,0,61.36785
2021-03-15,1,52.335735
2021-03-15,2,52.242825
2021-03-15,4,50.055424
2021-03-15,5,50.055424
2021-03-15,6,51.07398
2021-03-15,7,61.49951
2021-03-15,8,68.236496
2021-03-15,9,72.217735
2021-03-15,10,71.286995
2021-03-15,11,73.03872
2021-03-15,12,76.77818
2021-03-15,13,75.67453
2021-03-15,14,73.70343
2021-03-15,15,73.774475
2021-03-15,16,76.37718
2021-03-15,17,80.926994
2021-03-15,18,82.780624
2021-03-15,19,79.400406
2021-03-15,20,72.23598
2021-03-15,21,65.24814
2021-03-15,22,58.776695
2021-03-15,23,56.539017
2021-03-16,0,55.657845
2021-03-16,1,51.97827
2021-03-16,2,52.106438
2021-03-16,4,49.919037
2021-03-16,5,49.919037
2021-03-16,6,50.290653
2021-03-16,7,60.716187
2021-03-16,8,67.04513
2021-03-16,9,70.30569
2021-03-16,10,68.67637
2021-03-16,11,70.272285
2021-03-16,12,73.40395
2021-03-16,13,72.40618
2021-03-16,14,70.67918
2021-03-16,15,70.695496
2021-03-16,16,74.635895
2021-03-16,17,79.416504
2021-03-16,18,81.23551
2021-03-16,19,77.94959
2021-03-16,20,71.78126
2021-03-16,21,65.54134
2021-03-16,22,60.63304
2021-03-16,23,58.805878
2021-03-17,0,55.40536
2021-03-17,1,51.72579
2021-03-17,2,51.853954
2021-03-17,4,49.666553
2021-03-17,5,49.666553
2021-03-17,6,50.03817
2021-03-17,7,60.463703
2021-03-17,8,66.79265
2021-03-17,9,70.05321
2021-03-17,10,68.70894
2021-03-17,11,70.304855
2021-03-17,12,73.43652
2021-03-17,13,72.43875
2021-03-17,14,70.71175
2021-03-17,15,71.00421
2021-03-17,16,74.94461
2021-03-17,17,79.94607
2021-03-17,18,81.765076
2021-03-17,19,79.061806
2021-03-17,20,72.89347
2021-03-17,21,66.65357
2021-03-17,22,63.702263
2021-03-17,23,61.875107
2021-03-18,0,55.981133
2021-03-18,1,52.30156
2021-03-18,2,52.429726
2021-03-18,4,49.99833
2021-03-18,5,49.99833
2021-03-18,6,50.178055
2021-03-18,7,60.60359
2021-03-18,8,66.93256
2021-03-18,9,69.36417
2021-03-18,10,70.14574
2021-03-18,11,72.020966
2021-03-18,12,75.713295
2021-03-18,13,76.74043
2021-03-18,14,75.01343
2021-03-18,15,75.30589
2021-03-18,16,77.80481
2021-03-18,17,82.43114
2021-03-18,18,83.24238
2021-03-18,19,80.53911
2021-03-18,20,74.37077
2021-03-18,21,68.77819
2021-03-18,22,65.82684
2021-03-18,23,63.45929
2021-03-19,0,58.50731
2021-03-19,2,56.149216
2021-03-19,4,51.73622
2021-03-19,5,51.73622
2021-03-19,6,51.915947
2021-03-19,7,61.315968
2021-03-19,8,67.644936
2021-03-19,9,70.07654
2021-03-19,10,76.100525
2021-03-19,11,83.06996
2021-03-19,12,91.64416
2021-03-19,13,94.179306
2021-03-19,14,92.4523
2021-03-19,15,92.64194
2021-03-19,16,94.350685
2021-03-19,17,94.81227
2021-03-19,18,91.38952
2021-03-19,19,87.12196
2021-03-19,20,79.15149
2021-03-19,21,75.51076
2021-03-19,22,72.137985
2021-03-19,23,69.131516
2021-03-20,0,60.147133
2021-03-20,1,57.66308
2021-03-20,2,58.549736
2021-03-20,5,53.273647
2021-03-20,6,53.453373
2021-03-20,7,60.942524
2021-03-20,8,67.45903
2021-03-20,9,75.26511
2021-03-20,10,87.039734
2021-03-20,11,101.25138
2021-03-20,12,112.934654
2021-03-20,13,119.34077
2021-03-20,14,117.61376
2021-03-20,15,118.51469
2021-03-20,16,114.25351
2021-03-20,17,109.08752
2021-03-20,18,104.22415
2021-03-20,19,96.44285
2021-03-20,20,85.178566
2021-03-20,21,80.12964
2021-03-20,22,74.96861
2021-03-20,23,71.06943
2021-03-21,1,58.283062
2021-03-21,2,59.041553
2021-03-21,3,54.535774
2021-03-21,5,50.998398
2021-03-21,7,56.343277
2021-03-21,8,61.682625
2021-03-21,9,69.48875
2021-03-21,10,78.543816
2021-03-21,11,91.99374
2021-03-21,12,103.0023
2021-03-21,13,109.40841
2021-03-21,14,105.99672
2021-03-21,15,108.83515
2021-03-21,16,102.36216
2021-03-21,17,97.07902
2021-03-21,18,92.21565
2021-03-21,19,85.558525
2021-03-21,20,74.75896
2021-03-21,21,69.81
2021-03-21,22,65.250725
2021-03-21,23,61.469566
2021-03-22,0,61.36785
2021-03-22,1,52.335735
2021-03-22,2,52.242825
2021-03-22,5,50.055424
2021-03-22,6,51.07398
2021-03-22,7,61.49951
2021-03-22,8,68.236496
2021-03-22,9,72.217735
2021-03-22,10,71.286995
2021-03-22,11,73.03872
2021-03-22,12,76.77818
2021-03-22,13,75.67453
2021-03-22,14,73.70343
2021-03-22,15,73.774475
2021-03-22,16,76.37718
2021-03-22,17,80.926994
2021-03-22,18,82.780624
2021-03-22,19,79.400406
2021-03-22,21,65.24814
2021-03-22,22,58.776695
2021-03-22,23,56.539017
2021-03-23,0,55.657845
2021-03-23,1,51.97827
2021-03-23,6,50.290653
2021-03-23,7,60.716187
2021-03-23,8,67.04513
2021-03-23,9,70.30569
2021-03-23,10,68.67637
2021-03-23,11,70.272285
2021-03-23,12,73.40395
2021-03-23,13,72.40618
2021-03-23,14,70.67918
2021-03-23,15,70.695496
2021-03-23,16,74.635895
2021-03-23,17,79.416504
2021-03-23,18,81.23551
2021-03-23,19,77.94959
2021-03-23,20,71.78126
2021-03-23,21,65.54134
2021-03-23,22,60.63304
2021-03-23,23,58.805878
2021-03-24,0,55.40536
2021-03-24,2,51.853954
2021-03-24,5,49.666553
2021-03-24,6,50.03817
2021-03-24,7,60.463703
2021-03-24,8,66.79265
2021-03-24,9,70.05321
2021-03-24,11,70.304855
2021-03-24,12,73.43652
2021-03-24,13,72.43875
2021-03-24,14,70.71175
2021-03-24,15,71.00421
2021-03-24,16,74.94461
2021-03-24,17,79.94607
2021-03-24,18,81.765076
2021-03-24,19,79.061806
2021-03-24,20,72.89347
2021-03-24,21,66.65357
2021-03-24,22,63.702263
2021-03-24,23,61.875107
2021-03-25,0,55.981133
2021-03-25,1,52.30156
2021-03-25,2,52.429726
2021-03-25,5,49.99833
2021-03-25,6,50.178055
2021-03-25,7,60.60359
2021-03-25,8,66.93256
2021-03-25,9,69.36417
2021-03-25,10,70.14574
2021-03-25,11,72.020966
2021-03-25,12,75.713295
2021-03-25,13,76.74043
2021-03-25,14,75.01343
2021-03-25,15,75.30589
2021-03-25,16,77.80481
2021-03-25,17,82.43114
2021-03-25,18,83.24238
2021-03-25,19,80.53911
2021-03-25,20,74.37077
2021-03-25,21,68.77819
2021-03-25,22,65.82684
2021-03-25,23,63.45929
2021-03-26,0,58.50731
2021-03-26,1,55.262558
2021-03-26,2,56.149216
2021-03-26,5,51.73622
2021-03-26,6,51.915947
2021-03-26,7,61.315968
2021-03-26,8,67.644936
2021-03-26,9,70.07654
2021-03-26,10,76.100525
2021-03-26,11,83.06996
2021-03-26,12,91.64416
2021-03-26,13,94.179306
2021-03-26,14,92.4523
2021-03-26,15,92.64194
2021-03-26,16,94.350685
2021-03-26,17,94.81227
2021-03-26,18,91.38952
2021-03-26,19,87.12196
2021-03-26,20,79.15149
2021-03-26,21,75.51076
2021-03-26,22,72.137985
2021-03-26,23,69.131516
2021-03-27,0,60.147133
2021-03-27,1,57.66308
2021-03-27,2,58.549736
2021-03-27,3,55.256332
2021-03-27,4,53.273647
2021-03-27,6,53.453373
2021-03-27,7,60.942524
2021-03-27,8,67.45903
2021-03-27,9,75.26511
2021-03-27,10,87.039734
2021-03-27,11,101.25138
2021-03-27,12,112.934654
2021-03-27,13,119.34077
2021-03-27,14,117.61376
2021-03-27,15,118.51469
2021-03-27,16,114.25351
2021-03-27,17,109.08752
2021-03-27,18,104.22415
2021-03-27,19,96.44285
2021-03-27,20,85.178566
2021-03-27,21,80.12964
2021-03-27,22,74.96861
2021-03-27,23,71.06943
2021-03-28,0,60.926113
2021-03-28,1,58.283062
2021-03-28,2,59.041553
2021-03-28,3,54.535774
2021-03-28,4,50.998398
2021-03-28,5,50.998398
2021-03-28,7,56.343277
2021-03-28,8,61.682625
2021-03-28,9,69.48875
2021-03-28,10,78.543816
2021-03-28,11,91.99374
2021-03-28,12,103.0023
2021-03-28,13,109.40841
2021-03-28,14,105.99672
2021-03-28,15,108.83515
2021-03-28,16,102.36216
2021-03-28,17,97.07902
2021-03-28,18,92.21565
2021-03-28,19,85.558525
2021-03-28,20,74.75896
2021-03-28,21,69.81
2021-03-28,22,65.250725
2021-03-28,23,61.469566
2021-03-29,0,61.36785
2021-03-29,2,52.242825
2021-03-29,3,51.666206
2021-03-29,4,50.055424
2021-03-29,5,50.055424
2021-03-29,6,51.07398
2021-03-29,7,61.49951
2021-03-29,8,68.236496
2021-03-29,9,72.217735
2021-03-29,10,71.286995
2021-03-29,11,73.03872
2021-03-29,12,76.77818
2021-03-29,13,75.67453
2021-03-29,14,73.70343
2021-03-29,15,73.774475
2021-03-29,16,76.37718
2021-03-29,17,80.926994
2021-03-29,18,82.780624
2021-03-29,19,79.400406
2021-03-29,20,72.23598
2021-03-29,21,65.24814
2021-03-29,22,58.776695
2021-03-29,23,56.539017
2021-03-30,0,55.657845
2021-03-30,2,52.106438
2021-03-30,6,50.290653
2021-03-30,7,60.716187
2021-03-30,8,67.04513
2021-03-30,9,70.30569
2021-03-30,10,68.67637
2021-03-30,11,70.272285
2021-03-30,12,73.40395
2021-03-30,13,72.40618
2021-03-30,14,70.67918
2021-03-30,15,70.695496
2021-03-30,16,74.635895
2021-03-30,17,79.416504
2021-03-30,18,81.23551
2021-03-30,19,77.94959
2021-03-30,20,71.78126
2021-03-30,21,65.54134
2021-03-30,22,60.63304
2021-03-30,23,58.805878
2021-03-31,1,51.72579
2021-03-31,2,51.853954
2021-03-31,5,49.666553
2021-03-31,6,50.03817
2021-03-31,7,60.463703
2021-03-31,8,66.79265
2021-03-31,9,70.05321
2021-03-31,10,68.70894
2021-03-31,11,70.304855
2021-03-31,12,73.43652
2021-03-31,13,72.43875
2021-03-31,14,70.71175
2021-03-31,15,71.00421
2021-03-31,16,74.94461
2021-03-31,17,79.94607
2021-03-31,18,81.765076
2021-03-31,19,79.061806
2021-03-31,20,72.89347
2021-03-31,21,66.65357
2021-03-31,22,63.702263
2021-03-31,23,61.875107
2021-04-01,0,54.286842
2021-04-01,1,50.60727
2021-04-01,2,50.735435
2021-04-01,6,48.345886
2021-04-01,7,60.132412
2021-04-01,8,66.46138
2021-04-01,9,68.89298
2021-04-01,10,66.28616
2021-04-01,11,68.16139
2021-04-01,12,71.85372
2021-04-01,13,72.88086
2021-04-01,14,71.153854
2021-04-01,15,71.44632
2021-04-01,16,73.94524
2021-04-01,17,77.94121
2021-04-01,18,78.75245
2021-04-01,19,75.99366
2021-04-01,20,69.825325
2021-04-01,21,65.801765
2021-04-01,22,62.31362
2021-04-01,23,58.71264
2021-04-02,0,54.53633
2021-04-02,2,52.178238
2021-04-02,5,47.627365
2021-04-02,6,47.80709
2021-04-02,7,57.534496
2021-04-02,8,63.863422
2021-04-02,9,66.29507
2021-04-02,10,68.930664
2021-04-02,11,75.9001
2021-04-02,12,84.4743
2021-04-02,13,87.009445
2021-04-02,14,85.28244
2021-04-02,15,85.47208
2021-04-02,16,87.180824
2021-04-02,17,87.012054
2021-04-02,18,83.5893
2021-04-02,19,79.26623
2021-04-02,20,71.29575
2021-04-02,21,69.22403
2021-04-02,22,65.31445
2021-04-02,23,61.074547
2021-04-03,0,56.17615
2021-04-03,1,53.692104
2021-04-03,2,54.578762
2021-04-03,3,51.14748
2021-04-03,5,49.164795
2021-04-03,6,49.34452
2021-04-03,7,57.16105
2021-04-03,8,63.67754
2021-04-03,9,71.483635
2021-04-03,10,79.86987
2021-04-03,11,94.08152
2021-04-03,12,105.76479
2021-04-03,13,112.170906
2021-04-03,14,110.4439
2021-04-03,15,111.344826
2021-04-03,16,107.08365
2021-04-03,17,101.2873
2021-04-03,18,96.423935
2021-04-03,19,88.58711
2021-04-03,20,77.32283
2021-04-03,21,73.84291
2021-04-03,22,68.14508
2021-04-03,23,63.012512
2021-04-04,0,57.282524
2021-04-04,1,54.639465
2021-04-04,2,55.397957
2021-04-04,3,50.7543
2021-04-04,6,47.21693
2021-04-04,7,52.561802
2021-04-04,8,57.901157
2021-04-04,9,65.707275
2021-04-04,10,71.373955
2021-04-04,11,84.823875
2021-04-04,12,95.832436
2021-04-04,13,102.23855
2021-04-04,14,98.82686
2021-04-04,15,101.66529
2021-04-04,16,95.1923
2021-04-04,17,89.2788
2021-04-04,18,84.415436
2021-04-04,19,77.70279
2021-04-04,20,66.90322
2021-04-04,21,63.523277
2021-04-04,22,58.42716
2021-04-04,23,53.412624
2021-04-05,0,60.240437
2021-04-05,1,50.659615
2021-04-05,2,50.566704
2021-04-05,3,49.852207
2021-04-05,5,48.241425
2021-04-05,6,49.25998
2021-04-05,7,61.046505
2021-04-05,8,67.783485
2021-04-05,9,71.764725
2021-04-05,10,67.445595
2021-04-05,11,69.19732
2021-04-05,12,72.93678
2021-04-05,13,71.83313
2021-04-05,14,69.86203
2021-04-05,15,69.933075
2021-04-05,16,72.53578
2021-04-05,17,76.45524
2021-04-05,18,77.5843
2021-04-05,19,74.14856
2021-04-05,20,66.98413
2021-04-05,21,61.56527
2021-04-05,22,55.1074
2021-04-05,23,51.636314
2021-04-06,0,53.981724
2021-04-06,1,50.30215
2021-04-06,2,50.430317
2021-04-06,5,48.105038
2021-04-06,6,48.476654
2021-04-06,7,60.26318
2021-04-06,8,66.5921
2021-04-06,9,69.85268
2021-04-06,10,64.83497
2021-04-06,11,66.430885
2021-04-06,12,69.56255
2021-04-06,13,68.56478
2021-04-06,14,66.837776
2021-04-06,15,66.854095
2021-04-06,16,70.794495
2021-04-06,17,74.94475
2021-04-06,18,76.763756
2021-04-06,19,73.42232
2021-04-06,20,67.25398
2021-04-06,21,62.58307
2021-04-06,22,57.688316
2021-04-06,23,54.627754
2021-04-07,2,50.159664
2021-04-07,5,47.834385
2021-04-07,6,48.206
2021-04-07,7,59.992527
2021-04-07,8,66.32145
2021-04-07,9,69.58202
2021-04-07,10,64.849365
2021-04-07,11,66.44528
2021-04-07,12,69.57695
2021-04-07,13,68.57918
2021-04-07,14,66.85217
2021-04-07,15,67.14464
2021-04-07,16,71.08504
2021-04-07,17,75.45614
2021-04-07,18,77.27515
2021-04-07,19,74.51636
2021-04-07,20,68.34802
2021-04-07,21,63.677124
2021-04-07,22,60.18901
2021-04-07,23,57.12845
2021-04-08,1,50.60727
2021-04-08,4,48.16616
2021-04-08,5,48.16616
2021-04-08,6,48.345886
2021-04-08,7,60.132412
2021-04-08,8,66.46138
2021-04-08,9,68.89298
2021-04-08,10,66.28616
2021-04-08,11,68.16139
2021-04-08,12,71.85372
2021-04-08,13,72.88086
2021-04-08,14,71.153854
2021-04-08,15,71.44632
2021-04-08,16,73.94524
2021-04-08,17,77.94121
2021-04-08,18,78.75245
2021-04-08,19,75.99366
2021-04-08,20,69.825325
2021-04-08,21,65.801765
2021-04-08,22,62.31362
2021-04-08,23,58.71264
2021-04-09,0,54.53633
2021-04-09,1,51.29158
2021-04-09,2,52.178238
2021-04-09,6,47.80709
2021-04-09,7,57.534496
2021-04-09,8,63.863422
2021-04-09,9,66.29507
2021-04-09,10,68.930664
2021-04-09,11,75.9001
2021-04-09,12,84.4743
2021-04-09,13,87.009445
2021-04-09,14,85.28244
2021-04-09,15,85.47208
2021-04-09,16,87.180824
2021-04-09,17,87.012054
2021-04-09,18,83.5893
2021-04-09,19,79.26623
2021-04-09,20,71.29575
2021-04-09,21,69.22403
2021-04-09,22,65.31445
2021-04-09,23,61.074547
2021-04-10,0,56.17615
2021-04-10,1,53.692104
2021-04-10,2,54.578762
2021-04-10,3,51.14748
2021-04-10,4,49.164795
2021-04-10,6,49.34452
2021-04-10,7,57.16105
2021-04-10,8,63.67754
2021-04-10,9,71.483635
2021-04-10,10,79.86987
2021-04-10,11,94.08152
2021-04-10,12,105.76479
2021-04-10,13,112.170906
2021-04-10,14,110.4439
2021-04-10,15,111.344826
2021-04-10,16,107.08365
2021-04-10,17,101.2873
2021-04-10,18,96.423935
2021-04-10,19,88.58711
2021-04-10,20,77.32283
2021-04-10,21,73.84291
2021-04-10,22,68.14508
2021-04-10,23,63.012512
2021-04-11,0,57.282524
2021-04-11,1,54.639465
2021-04-11,2,55.397957
2021-04-11,6,47.21693
2021-04-11,7,52.561802
2021-04-11,8,57.901157
2021-04-11,9,65.707275
2021-04-11,10,71.373955
2021-04-11,11,84.823875
2021-04-11,12,95.832436
2021-04-11,13,102.23855
2021-04-11,14,98.82686
2021-04-11,15,101.66529
2021-04-11,16,95.1923
2021-04-11,17,89.2788
2021-04-11,18,84.415436
2021-04-11,19,77.70279
2021-04-11,22,58.42716
2021-04-11,23,53.412624
2021-04-12,0,60.240437
2021-04-12,1,50.659615
2021-04-12,5,48.241425
2021-04-12,6,49.25998
2021-04-12,7,61.046505
2021-04-12,8,67.783485
2021-04-12,9,71.764725
2021-04-12,10,67.445595
2021-04-12,12,72.93678
2021-04-12,13,71.83313
2021-04-12,15,69.933075
2021-04-12,16,72.53578
2021-04-12,17,76.45524
2021-04-12,18,77.5843
2021-04-12,19,74.14856
2021-04-12,20,66.98413
2021-04-12,21,61.56527
2021-04-12,22,55.1074
2021-04-13,0,53.981724
2021-04-13,5,48.105038
2021-04-13,6,48.476654
2021-04-13,7,60.26318
2021-04-13,8,66.5921
2021-04-13,9,69.85268
2021-04-13,10,64.83497
2021-04-13,11,66.430885
2021-04-13,12,69.56255
2021-04-13,13,68.56478
2021-04-13,14,66.837776
2021-04-13,15,66.854095
2021-04-13,16,70.794495
2021-04-13,17,74.94475
2021-04-13,18,76.763756
2021-04-13,19,73.42232
2021-04-13,20,67.25398
2021-04-14,0,53.71107
2021-04-14,2,50.159664
2021-04-14,5,47.834385
2021-04-14,6,48.206
2021-04-14,7,59.992527
2021-04-14,8,66.32145
2021-04-14,9,69.58202
2021-04-14,10,64.849365
2021-04-14,11,66.44528
2021-04-14,12,69.57695
2021-04-14,13,68.57918
2021-04-14,14,66.85217
2021-04-14,15,67.14464
2021-04-14,16,71.08504
2021-04-14,17,75.45614
2021-04-14,18,77.27515
2021-04-14,19,74.51636
2021-04-14,20,68.34802
2021-04-14,21,63.677124
2021-04-14,22,60.18901
2021-04-14,23,57.12845
2021-04-15,0,54.286842
2021-04-15,1,50.60727
2021-04-15,5,48.16616
2021-04-15,6,48.345886
2021-04-15,7,60.132412
2021-04-15,8,66.46138
2021-04-15,9,68.89298
2021-04-15,10,66.28616
2021-04-15,11,68.16139
2021-04-15,12,71.85372
2021-04-15,13,72.88086
2021-04-15,14,71.153854
2021-04-15,15,71.44632
2021-04-15,16,73.94524
2021-04-15,17,77.94121
2021-04-15,18,78.75245
2021-04-15,19,75.99366
