date,hour,demand
2021-03-04,14,75.25844879129708
2021-03-04,15,75.75834936767235
2021-03-04,16,78.08404347305512
2021-03-04,17,80.98922253797181
2021-03-04,18,78.50827727440158
2021-03-04,19,78.89878173214086
2021-03-04,20,72.28886762766393
2021-03-04,21,68.00829918766323
2021-03-04,22,62.89538493299629
2021-03-04,23,60.843769739404394
2021-03-05,0,59.230034895902435
2021-03-05,1,56.31356181776143
2021-03-05,2,56.70305300060626
2021-03-05,3,55.8377260405387
2021-03-05,4,54.43480207058543
2021-03-05,5,54.43480207058543
2021-03-05,6,54.43480207058543
2021-03-05,7,62.153638781102345
2021-03-05,8,66.50196524032683
2021-03-05,9,72.87507751046404
2021-03-05,10,79.23736455147134
2021-03-05,11,85.92865393066695
2021-03-05,12,89.69983545970064
2021-03-05,13,89.80310344427107
2021-03-05,14,89.24757194719143
2021-03-05,15,89.7474725235667
2021-03-05,16,91.99887699896406
2021-03-05,17,92.07943282112389
2021-03-05,18,91.84760272564246
2021-03-05,19,87.41254323059567
2021-03-05,20,81.59080267302839
2021-03-05,21,76.4478542162409
2021-03-05,22,70.36768401900896
2021-03-05,23,62.158762666501005
2021-03-06,0,63.07028851497757
2021-03-06,1,59.78887507289431
2021-03-06,2,60.178366255739135
2021-03-06,4,56.77360356829151
2021-03-06,7,62.161655115170355
2021-03-06,8,66.50998157439481
2021-03-06,9,76.37075801789858
2021-03-06,10,87.25509417222317
2021-03-06,11,102.27486011912085
2021-03-06,12,119.59686301762672
2021-03-06,13,116.77619810014237
2021-03-06,14,116.22066660306272
2021-03-06,15,115.91099380613475
2021-03-06,16,116.45214656419799
2021-03-06,17,106.26188812798271
2021-03-06,18,103.96855712891772
2021-03-06,19,96.81786496393313
2021-03-06,20,84.39419060358117
2021-03-06,21,78.18217291968216
2021-03-06,22,71.1822292271641
2021-03-06,23,62.24305496690822
2021-03-07,0,63.88665809726672
2021-03-07,1,59.647278211541504
2021-03-07,2,60.03676939438633
2021-03-07,3,59.17144243431877
2021-03-07,4,56.33488862171602
2021-03-07,5,56.33488862171602
2021-03-07,7,61.72294016859486
2021-03-07,8,66.07126662781933
2021-03-07,9,72.93112268546399
2021-03-07,10,80.14889586827205
2021-03-07,11,93.83392663348504
2021-03-07,12,99.67282719059654
2021-03-07,13,99.83995351225104
2021-03-07,14,98.21887384657595
2021-03-07,15,99.96215111452946
2021-03-07,16,96.74124076087284
2021-03-07,17,93.62714687457756
2021-03-07,18,92.40444097947152
2021-03-07,19,86.58848399617163
2021-03-07,20,76.49941178486706
2021-03-07,21,71.35646332807957
2021-03-07,22,66.32700077778239
2021-03-07,23,59.93523331301552
2021-03-08,0,54.12455076288224
2021-03-08,1,50.74630162407485
2021-03-08,2,50.74630162407485
2021-03-08,3,50.74630162407485
2021-03-08,4,49.34337765412158
2021-03-08,6,49.44616245383629
2021-03-08,7,61.344979686231845
2021-03-08,8,66.07883774942599
2021-03-08,9,69.95074089810149
2021-03-08,10,67.75858453848011
2021-03-08,11,69.79604379231803
2021-03-08,12,73.15013705374375
2021-03-08,13,73.01572849538424
2021-03-08,14,72.53077056327461
2021-03-08,15,73.98841254314894
2021-03-08,16,75.31535894067
2021-03-08,17,76.86817309260607
2021-03-08,18,76.95922264616691
2021-03-08,19,76.58913375246388
2021-03-08,20,69.4428696709715
2021-03-08,21,63.86942298995374
2021-03-08,22,56.493031366162356
2021-03-08,23,54.75068122868912
2021-03-09,0,56.81408937624255
2021-03-09,1,50.92746668325907
2021-03-09,2,51.427561902606975
2021-03-09,3,51.427561902606975
2021-03-09,4,50.024637932653704
2021-03-09,5,50.024637932653704
2021-03-09,6,50.12742273236841
2021-03-09,7,61.13102325954632
2021-03-09,8,65.86488132274046
2021-03-09,9,68.62317296487927
2021-03-09,10,68.74338179633772
2021-03-09,11,70.78084105017564
2021-03-09,12,71.595025275457
2021-03-09,13,71.4606167170975
2021-03-09,14,71.4606167170975
2021-03-09,15,71.4606167170975
2021-03-09,16,74.8745900464746
2021-03-09,17,78.47407474560968
2021-03-09,18,77.21422631758566
2021-03-09,19,76.59269784134054
2021-03-09,20,69.4949050986847
2021-03-09,21,65.21433665868399
2021-03-09,22,60.10142240401708
2021-03-09,23,60.58828229411306
2021-03-10,0,56.72909581146719
2021-03-10,1,53.08603787458943
2021-03-10,2,54.961489791325114
2021-03-10,4,53.55856582137184
2021-03-10,6,52.728595921588244
2021-03-10,7,61.13102325954632
2021-03-10,8,65.86488132274046
2021-03-10,9,68.62317296487927
2021-03-10,10,68.74338179633772
2021-03-10,11,70.78084105017564
2021-03-10,12,71.595025275457
2021-03-10,13,71.4606167170975
2021-03-10,14,71.4606167170975
2021-03-10,15,71.4606167170975
2021-03-10,16,74.8745900464746
2021-03-10,17,76.89360983942153
2021-03-10,18,77.21422631758566
2021-03-10,19,77.60473077532494
2021-03-10,20,71.21997174421573
2021-03-10,21,66.93940330421502
2021-03-10,22,61.82648904954811
2021-03-10,23,61.28717174279313
2021-03-11,0,55.82610092344634
2021-03-11,2,55.032229681749946
2021-03-11,3,55.032229681749946
2021-03-11,4,53.629305711796675
2021-03-11,5,52.69655101229837
2021-03-11,6,52.69655101229837
2021-03-11,7,61.098978350256445
2021-03-11,8,65.4473048094809
2021-03-11,9,67.89314354390815
2021-03-11,10,70.25990396219701
2021-03-11,11,72.29736321603494
2021-03-11,12,72.93188622577918
2021-03-11,13,72.79747766741967
2021-03-11,14,72.79747766741967
2021-03-11,15,73.29737824379494
2021-03-11,16,75.6230723491777
2021-03-11,17,77.64209214212464
2021-03-11,18,77.96270862028877
2021-03-11,19,78.35321307802805
2021-03-11,20,71.74329897355112
2021-03-11,21,67.46273053355041
2021-03-11,22,62.34981627888349
2021-03-11,23,62.791300308181
2021-03-12,0,57.28702261391237
2021-03-12,1,55.47047821465461
2021-03-12,2,55.85996939749944
2021-03-12,4,53.59171846747861
2021-03-12,5,53.59171846747861
2021-03-12,6,53.59171846747861
2021-03-12,7,61.310555177995525
2021-03-12,8,65.65888163722
2021-03-12,9,72.03199390735722
2021-03-12,10,77.6856285116891
2021-03-12,11,84.37691789088471
2021-03-12,12,88.15093873291963
2021-03-12,13,88.25420671749006
2021-03-12,14,88.25420671749006
2021-03-12,15,88.75410729386533
2021-03-12,16,88.94364438417371
2021-03-12,17,89.73285264300895
2021-03-12,18,88.59922746792957
2021-03-12,19,84.16416797288278
2021-03-12,20,78.3424274153155
2021-03-12,21,73.199478958528
2021-03-12,22,67.11930876129607
2021-03-12,23,64.84004251873868
2021-03-13,0,60.68856128641201
2021-03-13,1,58.50707652321199
2021-03-13,2,58.89656770605682
2021-03-13,5,55.06166321118742
2021-03-13,6,55.06166321118742
2021-03-13,7,60.449714758066264
2021-03-13,8,64.79804121729073
2021-03-13,9,72.43839093759395
2021-03-13,10,83.04421646266488
2021-03-13,11,98.06398240956257
2021-03-13,12,114.18688480531232
2021-03-13,13,112.89872170857376
2021-03-13,14,112.89872170857376
2021-03-13,15,112.58904891164579
2021-03-13,16,111.06833428462002
2021-03-13,17,101.58672828508018
2021-03-13,18,98.39160220641723
2021-03-13,19,91.24091004143264
2021-03-13,20,79.86076178239429
2021-03-13,21,74.00836010817747
2021-03-13,22,67.16683013010315
2021-03-13,23,63.9368745721966
2021-03-14,0,63.0435744941599
2021-03-14,1,58.804194608434685
2021-03-14,2,59.19368579127951
2021-03-14,3,58.32835883121195
2021-03-14,5,55.06166321118742
2021-03-14,6,55.06166321118742
2021-03-14,7,60.449714758066264
2021-03-14,8,64.79804121729073
2021-03-14,9,71.6578972749354
2021-03-14,10,79.30581226516523
2021-03-14,11,92.99084303037822
2021-03-14,12,98.83258290049095
2021-03-14,13,99.04315780294192
2021-03-14,14,97.97760963434646
2021-03-14,15,99.72088690229998
2021-03-14,16,96.4565279678469
2021-03-14,17,93.34243408155162
2021-03-14,18,91.21793310684761
2021-03-14,19,85.40197612354773
2021-03-14,20,75.31290391224316
2021-03-14,21,70.16995545545566
2021-03-14,22,65.14049290515848
2021-03-14,23,63.09377694912598
2021-03-15,0,54.11358778752691
2021-03-15,1,49.87903903583361
2021-03-15,2,49.87903903583361
2021-03-15,4,48.476115065880336
2021-03-15,5,48.476115065880336
2021-03-15,6,48.57889986559504
2021-03-15,7,63.0576668301815
2021-03-15,8,67.79152489337564
2021-03-15,9,71.0397066016294
2021-03-15,10,70.41437933283167
2021-03-15,11,72.4518385866696
2021-03-15,12,74.84945284554304
2021-03-15,13,74.71504428718353
2021-03-15,14,74.23008635507391
2021-03-15,15,74.23008635507391
2021-03-15,16,75.55703275259496
2021-03-15,17,75.71517841290755
2021-03-15,18,77.56957273443828
2021-03-15,19,77.19948384073525
2021-03-15,20,70.05321975924288
2021-03-15,21,64.47977307822514
2021-03-15,22,57.10338145443374
2021-03-15,23,55.811036387485046
2021-03-16,0,56.97945650918399
2021-03-16,1,55.24575546375286
2021-03-16,2,55.24575546375286
2021-03-16,4,52.4277700296973
2021-03-16,5,52.4277700296973
2021-03-16,6,52.530554829412004
2021-03-16,7,61.75474469996806
2021-03-16,8,66.48860276316219
2021-03-16,9,68.62317296487927
2021-03-16,10,69.69986079888999
2021-03-16,11,71.73732005272791
2021-03-16,12,71.595025275457
2021-03-16,13,71.4606167170975
2021-03-16,14,71.4606167170975
2021-03-16,15,71.4606167170975
2021-03-16,16,74.8745900464746
2021-03-16,17,78.77339228992632
2021-03-16,18,77.21422631758566
2021-03-16,19,76.36442245937351
2021-03-16,20,69.26662971671767
2021-03-16,21,64.98606127671697
2021-03-16,22,59.87314702205006
2021-03-16,23,64.46915424267465
2021-03-17,0,57.994391623291875
2021-03-17,1,56.51886519570934
2021-03-17,2,56.51886519570934
2021-03-17,4,53.70087976165378
2021-03-17,5,53.70087976165378
2021-03-17,6,53.803664561368485
2021-03-17,7,61.75474469996806
2021-03-17,8,66.48860276316219
2021-03-17,9,68.62317296487927
2021-03-17,10,69.69986079888999
2021-03-17,11,71.73732005272791
2021-03-17,12,71.595025275457
2021-03-17,13,71.4606167170975
2021-03-17,14,71.4606167170975
2021-03-17,15,71.4606167170975
2021-03-17,16,74.8745900464746
2021-03-17,17,78.77339228992632
2021-03-17,18,77.21422631758566
2021-03-17,19,79.07757517956082
2021-03-17,20,72.69281614845161
2021-03-17,21,68.4122477084509
2021-03-17,22,63.299333453783994
2021-03-17,23,64.51031940465217
2021-03-18,0,53.63206175235905
2021-03-18,1,50.27391021497036
2021-03-18,2,50.27391021497036
2021-03-18,4,44.829370390216916
2021-03-18,5,44.829370390216916
2021-03-18,6,44.829370390216916
2021-03-18,7,61.722699790678185
2021-03-18,8,66.07102624990263
2021-03-18,9,67.89314354390815
2021-03-18,10,70.28266755663797
2021-03-18,11,72.3201268104759
2021-03-18,12,72.95464982022014
2021-03-18,13,72.82024126186063
2021-03-18,14,72.82024126186063
2021-03-18,15,73.29737824379494
2021-03-18,16,75.6230723491777
2021-03-18,17,78.24795862750385
2021-03-18,18,77.96270862028877
2021-03-18,19,79.82605748226393
2021-03-18,20,73.216143377787
2021-03-18,21,68.9355749377863
2021-03-18,22,63.82266068311937
2021-03-18,23,61.983120689217955
2021-03-19,0,57.28984492838826
2021-03-19,2,53.70193352341829
2021-03-19,4,50.38826897058374
2021-03-19,5,50.38826897058374
2021-03-19,6,50.38826897058374
2021-03-19,7,61.02056664214535
2021-03-19,8,65.36889310136982
2021-03-19,9,71.1182839310853
2021-03-19,10,77.7145039242465
2021-03-19,11,84.40579330344211
2021-03-19,12,88.59684268659319
2021-03-19,13,88.70011067116363
2021-03-19,14,88.70011067116363
2021-03-19,15,89.11075196486259
2021-03-19,16,88.05849655043707
2021-03-19,17,87.73329495962973
2021-03-19,18,86.59966978455034
2021-03-19,19,83.63745469373944
2021-03-19,20,77.81571413617216
2021-03-19,21,72.67276567938467
2021-03-19,22,66.59259548215272
2021-03-19,23,66.53027559704175
2021-03-20,0,62.10962596433186
2021-03-20,1,57.744348823724636
2021-03-20,2,57.744348823724636
2021-03-20,5,51.12118614260908
2021-03-20,6,51.12118614260908
2021-03-20,7,59.536004781794354
2021-03-20,8,63.884331241018806
2021-03-20,9,72.2805360448834
2021-03-20,10,84.38364448628172
2021-03-20,11,99.40341043317942
2021-03-20,12,115.23153884839999
2021-03-20,13,113.94337575166143
2021-03-20,14,113.48559369199783
2021-03-20,15,112.53196408489548
2021-03-20,16,109.76945695313582
2021-03-20,17,99.1734411039534
2021-03-20,18,96.69011754693578
2021-03-20,19,91.01226978618708
2021-03-20,20,79.63212152714873
2021-03-20,21,73.7797198529319
2021-03-20,22,66.93818987485758
2021-03-20,23,66.61456789744896
2021-03-21,1,56.62365765022786
2021-03-21,2,56.62365765022786
2021-03-21,3,55.27140036548603
2021-03-21,5,50.06977266536835
2021-03-21,7,58.48459130455362
2021-03-21,8,62.83291776377807
2021-03-21,9,69.69277382142275
2021-03-21,10,78.17168042048206
2021-03-21,11,91.85671118569505
2021-03-21,12,96.32594544170638
2021-03-21,13,96.53652034415735
2021-03-21,14,95.4709721755619
2021-03-21,15,96.57029263334103
2021-03-21,16,94.06816611945334
2021-03-21,17,90.95407223315806
2021-03-21,18,90.61910541367162
2021-03-21,19,86.27599283460762
2021-03-21,20,76.18692062330305
2021-03-21,21,71.04397216651556
2021-03-21,22,66.01450961621839
2021-03-21,23,66.29941381895406
2021-03-22,0,66.43195150698048
2021-03-22,1,51.61815402327581
2021-03-22,2,50.78023788520404
2021-03-22,5,47.44238183515761
2021-03-22,6,47.54516663487232
2021-03-22,7,62.14857293352417
2021-03-22,8,66.8824309967183
2021-03-22,9,70.13061270497207
2021-03-22,10,69.50528543617433
2021-03-22,11,71.54274469001226
2021-03-22,12,73.66493448262673
2021-03-22,13,73.53052592426722
2021-03-22,14,73.0455679921576
2021-03-22,15,73.0455679921576
2021-03-22,16,74.37251438967866
2021-03-22,17,76.2845750718802
2021-03-22,18,77.82963067119597
2021-03-22,19,77.77528885252951
2021-03-22,21,64.15735105293497
2021-03-22,22,55.639968619012194
2021-03-22,23,55.0868846808201
2021-03-23,0,57.26049481513018
2021-03-23,1,50.739707953145306
2021-03-23,6,49.75080201717257
2021-03-23,7,61.116575599641344
2021-03-23,8,65.85043366283547
2021-03-23,9,67.98500386455255
2021-03-23,10,69.06169169856327
2021-03-23,11,71.09915095240119
2021-03-23,12,69.90583927687494
2021-03-23,13,69.77143071851543
2021-03-23,14,69.77143071851543
2021-03-23,15,69.77143071851543
2021-03-23,16,73.18540404789253
2021-03-23,17,74.0733613686672
2021-03-23,18,77.47428425434335
2021-03-23,19,76.13656971261373
2021-03-23,20,68.14054993287348
2021-03-23,21,63.8599814928728
2021-03-23,22,58.74706723820588
2021-03-23,23,58.062561147075584
2021-03-24,0,58.275429929238065
2021-03-24,2,51.28151773427812
2021-03-24,5,50.189826998590675
2021-03-24,6,50.29261179830538
2021-03-24,7,61.116575599641344
2021-03-24,8,65.85043366283547
2021-03-24,9,67.98500386455255
2021-03-24,11,71.09915095240119
2021-03-24,12,69.90583927687494
2021-03-24,13,69.77143071851543
2021-03-24,14,69.77143071851543
2021-03-24,15,69.77143071851543
2021-03-24,16,73.18540404789253
2021-03-24,17,75.81029032621868
2021-03-24,18,77.47428425434335
2021-03-24,19,77.14860264659814
2021-03-24,20,69.86561657840451
2021-03-24,21,64.27616422739962
2021-03-24,22,59.16324997273273
2021-03-24,23,57.95411895604579
2021-03-25,0,57.31583533530045
2021-03-25,1,51.29565791878618
2021-03-25,2,51.29565791878618
2021-03-25,5,48.93943875342073
2021-03-25,6,48.93943875342073
2021-03-25,7,61.027930984434704
2021-03-25,8,65.37625744365916
2021-03-25,9,67.19837473766468
2021-03-25,10,69.01900633949566
2021-03-25,11,71.0564655933336
2021-03-25,12,70.6399717048225
2021-03-25,13,70.50556314646298
2021-03-25,14,70.50556314646298
2021-03-25,15,71.30807901389247
2021-03-25,16,73.97322775774637
2021-03-25,17,76.59811403607252
2021-03-25,18,78.26210796419718
2021-03-25,19,77.93642635645197
2021-03-25,20,70.42828521489064
2021-03-25,21,64.83883286388574
2021-03-25,22,59.72591860921883
2021-03-25,23,57.112581661027846
2021-03-26,0,58.113286670083276
2021-03-26,1,52.46750245913458
2021-03-26,2,52.46750245913458
2021-03-26,5,49.11745759572435
2021-03-26,6,49.11745759572435
2021-03-26,7,59.96915316490461
2021-03-26,8,64.31747962412909
2021-03-26,9,70.06687045384457
2021-03-26,10,75.8786373369174
2021-03-26,11,82.569926716113
2021-03-26,12,84.90765203369548
2021-03-26,13,84.0066165181382
2021-03-26,14,84.0066165181382
2021-03-26,15,84.80913238556768
2021-03-26,16,85.90725906887883
2021-03-26,17,86.82240344535153
2021-03-26,18,87.54210233584074
2021-03-26,19,82.39085677530946
2021-03-26,20,76.56911621774218
2021-03-26,21,70.1172838499505
2021-03-26,22,64.03711365271856
2021-03-26,23,59.138194978268764
2021-03-27,0,58.833015245967026
2021-03-27,1,53.82810766282503
2021-03-27,2,53.82810766282503
2021-03-27,3,52.83428196478026
2021-03-27,4,49.88398901714764
2021-03-27,6,49.88398901714764
2021-03-27,7,56.775360990519125
2021-03-27,8,61.12368744974357
2021-03-27,9,69.51989225360815
2021-03-27,10,81.7279063529044
2021-03-27,11,96.33019413109898
2021-03-27,12,111.08137273363076
2021-03-27,13,112.19816202850481
2021-03-27,14,111.74037996884121
2021-03-27,15,111.17862493546937
2021-03-27,16,107.15724400970606
2021-03-27,17,98.28202511578672
2021-03-27,18,100.10910661591079
2021-03-27,19,91.29555564771252
2021-03-27,20,78.97506801073435
2021-03-27,21,71.81378242551334
2021-03-27,22,63.24034169205736
2021-03-27,23,59.79694720104715
2021-03-28,0,60.83762024104456
2021-03-28,1,55.24183344748855
2021-03-28,2,55.24183344748855
2021-03-28,3,54.24800774944378
2021-03-28,4,50.26049245129609
2021-03-28,5,50.26049245129609
2021-03-28,7,57.15186442466757
2021-03-28,8,61.50019088389201
2021-03-28,9,67.45754864020236
2021-03-28,10,76.87690060849556
2021-03-28,11,91.68435989724313
2021-03-28,12,95.67679048651857
2021-03-28,13,98.28637742589157
2021-03-28,14,97.22082925729612
2021-03-28,15,99.72237720584626
2021-03-28,16,95.53843244924988
2021-03-28,17,93.12537326347905
2021-03-28,18,99.35909549823583
2021-03-28,19,91.54772235773133
2021-03-28,20,80.22506825925925
2021-03-28,21,74.82113704109186
2021-03-28,22,69.79167449079468
2021-03-28,23,60.027231428366846
2021-03-29,0,66.00307503812296
2021-03-29,2,53.039137259318814
2021-03-29,3,53.039137259318814
2021-03-29,4,50.682918093953354
2021-03-29,5,50.682918093953354
2021-03-29,6,51.43008591094067
2021-03-29,7,63.768420463043896
2021-03-29,8,68.99906609783227
2021-03-29,9,71.70696366671794
2021-03-29,10,72.87588379381734
2021-03-29,11,74.91334304765526
2021-03-29,12,78.0128731718549
2021-03-29,13,77.8784646134954
2021-03-29,14,77.39350668138577
2021-03-29,15,79.96286083143093
2021-03-29,16,81.52705873798789
2021-03-29,17,84.5376996455221
2021-03-29,18,85.2921188328153
2021-03-29,19,89.2088193754204
2021-03-29,20,76.68483100195901
2021-03-29,21,71.41991998640427
2021-03-29,22,65.85638049908157
2021-03-29,23,62.05228159785085
2021-03-30,0,55.30043179520823
2021-03-30,2,51.766839552664756
2021-03-30,6,49.410620387299296
2021-03-30,7,61.49911261831327
2021-03-30,8,65.84743907753769
2021-03-30,9,67.730026853896
2021-03-30,10,68.37075626368312
2021-03-30,11,70.40821551752104
2021-03-30,12,72.10192099098121
2021-03-30,13,71.9675124326217
2021-03-30,14,77.59128665760974
2021-03-30,15,80.1606408076549
2021-03-30,16,84.93702796875819
2021-03-30,17,88.66043271659599
2021-03-30,18,89.4148519038892
2021-03-30,19,93.08011286395221
2021-03-30,20,80.00384120760646
2021-03-30,21,76.05791337346434
2021-03-30,22,68.7803208116612
2021-03-30,23,64.84479975749225
2021-03-31,1,54.0383313611962
2021-03-31,2,54.0383313611962
2021-03-31,5,51.68211219583075
2021-03-31,6,51.68211219583075
2021-03-31,7,63.77060442684469
2021-03-31,8,68.11893088606912
2021-03-31,9,70.00151866242744
2021-03-31,10,70.64224807221456
2021-03-31,11,69.8686459545704
2021-03-31,12,71.56235142803057
2021-03-31,13,71.42794286967106
2021-03-31,14,71.42794286967106
2021-03-31,15,79.43839086513333
2021-03-31,16,88.0484584521222
2021-03-31,17,91.77186319996001
2021-03-31,18,92.52628238725322
2021-03-31,19,102.68919012282488
2021-03-31,20,90.32595217802576
2021-03-31,21,86.38002434388365
2021-03-31,22,76.04925183164383
2021-03-31,23,69.67483589781912
2021-04-01,0,52.739525457714144
2021-04-01,1,53.4044572289283
2021-04-01,2,55.279909145663986
2021-04-01,6,52.94423047621241
2021-04-01,7,65.46742316892976
2021-04-01,8,73.32998386503945
2021-04-01,9,75.46945021460517
2021-04-01,10,77.83621063289404
2021-04-01,11,79.87366988673196
2021-04-01,12,91.24657448122856
2021-04-01,13,90.93477171929794
2021-04-01,14,87.91370360192775
2021-04-01,15,87.40836330778963
2021-04-01,16,90.73929828368578
2021-04-01,17,93.6269734487205
2021-04-01,18,91.14602818515027
2021-04-01,19,91.07234032323039
2021-04-01,20,82.42377055883696
2021-04-01,21,78.48924523207118
2021-04-01,22,75.84585330814606
2021-04-01,23,73.65866228334612
2021-04-02,0,56.67818133928639
2021-04-02,2,56.405163810407494
2021-04-02,5,54.13691288038666
2021-04-02,6,54.13691288038666
2021-04-02,7,65.66949273691704
2021-04-02,8,73.53205343302673
2021-04-02,9,79.30046177139926
2021-04-02,10,85.66274881240658
2021-04-02,11,90.31433283610455
2021-04-02,12,107.93135575233893
2021-04-02,13,107.85722953333826
2021-04-02,14,104.28062991888842
2021-04-02,15,103.7752896247503
2021-04-02,16,104.71892378161749
2021-04-02,17,104.05683902635323
2021-04-02,18,101.90676714810597
2021-04-02,19,96.66773687699265
2021-04-02,20,88.80734065950887
2021-04-02,21,85.89797364135978
2021-04-02,22,79.81780344412785
2021-04-02,23,74.26866951953568
2021-04-03,0,59.698490292541074
2021-04-03,1,58.80139247089999
2021-04-03,2,59.19088365374482
2021-04-03,3,58.32555669367726
2021-04-03,5,55.7861209662972
2021-04-03,6,55.7861209662972
2021-04-03,7,62.97415630124889
2021-04-03,8,67.32248276047333
2021-04-03,9,75.15759522052738
2021-04-03,10,86.04193137485196
2021-04-03,11,100.51467598120469
2021-04-03,12,116.81299413936374
2021-04-03,13,116.09207214722392
2021-04-03,14,112.51547253277408
2021-04-03,15,111.20055886533272
2021-04-03,16,110.99252810913936
2021-04-03,17,100.6403216069721
2021-04-03,18,96.42874882514127
2021-04-03,19,91.9369852451923
2021-04-03,20,79.51331088484034
2021-04-03,21,75.53487463957974
2021-04-03,22,68.53493094706168
2021-04-03,23,60.30110153384427
2021-04-04,0,64.0124179665357
2021-04-04,1,59.77303808081049
2021-04-04,2,60.162529263655316
2021-04-04,3,59.29720230358775
2021-04-04,6,56.460648490985
2021-04-04,7,64.37142858536738
2021-04-04,8,68.71975504459185
2021-04-04,9,73.5539471187868
2021-04-04,10,81.48037273827029
2021-04-04,11,93.12569814798564
2021-04-04,12,100.81693168870336
2021-04-04,13,98.66019280015183
2021-04-04,14,92.49091142948727
2021-04-04,15,95.76132228506006
2021-04-04,16,93.10271508014266
2021-04-04,17,89.11802069121995
2021-04-04,18,85.97707301334808
2021-04-04,19,83.62452101835544
2021-04-04,20,73.53544880705087
2021-04-04,21,70.62608178890179
2021-04-04,22,65.5966192386046
2021-04-04,23,57.4942749054418
2021-04-05,0,53.7904510952194
2021-04-05,1,47.93368763330731
2021-04-05,2,47.93368763330731
2021-04-05,3,47.93368763330731
2021-04-05,5,46.53076366335404
2021-04-05,6,46.887800777674265
2021-04-05,7,58.27624063712084
2021-04-05,8,63.010098700314984
2021-04-05,9,66.57562946412895
2021-04-05,10,67.4737545645615
2021-04-05,11,69.51121381839943
2021-04-05,12,66.99404094312398
2021-04-05,13,66.68223818119334
2021-04-05,14,66.19728024908372
2021-04-05,15,68.86621228266345
2021-04-05,16,70.19315868018451
2021-04-05,17,71.5840247661686
2021-04-05,18,75.7443770034592
2021-04-05,19,75.14791108551049
2021-04-05,20,68.00164700401811
2021-04-05,21,63.321325174046386
2021-04-05,22,55.94493355025501
2021-04-05,23,51.423420773995396
2021-04-06,0,51.574431626331865
2021-04-06,1,47.451787185425964
2021-04-06,2,47.95188240477387
2021-04-06,5,46.5489584348206
2021-04-06,6,46.905995549140826
2021-04-06,7,58.14084378410459
2021-04-06,8,62.87470184729874
2021-04-06,9,65.32662110457602
2021-04-06,10,66.22474620500857
2021-04-06,11,68.2622054588465
2021-04-06,12,63.452209950224486
2021-04-06,13,63.14040718829388
2021-04-06,14,63.14040718829388
2021-04-06,15,63.14040718829388
2021-04-06,16,66.55438051767096
2021-04-06,17,70.02274819417775
2021-04-06,18,72.96798209948791
2021-04-06,19,72.1200765989971
2021-04-06,20,65.02228385634126
2021-04-06,21,61.08775852957548
2021-04-06,22,55.97484427490858
2021-04-06,23,53.71604514990898
2021-04-07,2,50.68051160261099
